,Nome,Código,Setor econômico,Subsetor,Segmento,EBIT/ativo,EBIT12M,EBIT3M,EV/EBIT,EV/EBITDA ,LPA,P/Ativos,P/EBIT,P/L,P/VP,P/ativcircLiq,P/capGiro,PSR,ROE,ROIC,VPA,ativo,ativoCirc,cresRec5A,disponib,divBr/patrim,divBruta,divLiq,divYield,giroAtivos,liquidCorr,lucroLiq12M,lucroLiq3M,margBruta,margEBIT,margLiq,max1ano,min1ano,numacs,osc12M,osc2016,osc2017,osc2018,osc2019,osc2020,osc2021,osc30D,oscDia,oscMes,patrimLiq,preço,recLiq12M,recLiq3M,valorFirma,valorMercado
410,PAUL F LUZ,PALF5,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.104,1407940000.0,404900000.0,2.36,1.95,1131760000.0,0.02,0.15,0.21,0.11,-0.04,0.09,0.02,0.542,0.157,2089580000.0,13598100000.0,5967720000.0,0.093,3349910000.0,3.51,6461170000.0,3111250000.0,0.0,0.8,1.61,996691000.0,246650000.0,0.192,0.13,0.092,0.0,0.0,880653000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1840190000.0,236.6,10860200000.0,2882340000.0,3319620000.0,208362000.0
411,REDE ENERGIA,REDE3,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.08,1666160000.0,648476000.0,17.91,13.01,0.32,1.16,14.57,35.76,6.26,-2.9,10.37,2.26,0.175,0.101,1.84,20837700000.0,7138730000.0,0.082,3438960000.0,2.32,9008900000.0,5569940000.0,0.008,0.52,1.49,678568000.0,371990000.0,0.211,0.155,0.088,11.5,8.89,2110320000.0,0.27,1.172,0.265,1.39,0.308,0.328,0.031,0.075,0.003,0.031,3878170000.0,11.5,10752000000.0,2803640000.0,29838700000.0,24268700000.0
412,REDE ENERGIA,REDE4,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.08,1666160000.0,648476000.0,7.02,5.1,0.32,0.29,3.67,9.02,1.58,-0.73,2.61,0.57,0.175,0.101,1.84,20837700000.0,7138730000.0,0.082,3438960000.0,2.32,9008900000.0,5569940000.0,0.0,0.52,1.49,678568000.0,371990000.0,0.211,0.155,0.088,0.0,0.0,2110320000.0,0.0,1.052,0.229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3878170000.0,2.9,10752000000.0,2803640000.0,11689900000.0,6119940000.0
413,RENOVA,RNEW11,Utilidade Pública,Energia Elétrica,Energia Elétrica,-0.019,-44519000.0,-19243000.0,-39.8,-57.8,-33.23,0.07,-3.71,-0.36,-0.12,-0.05,-0.05,2.76,0.342,-0.024,-97.15,2321330000.0,129273000.0,-0.367,74463000.0,-1.24,1681050000.0,1606590000.0,0.0,0.03,0.04,-462168000.0,-118314000.0,0.531,-0.744,-7.728,18.76,5.54,41720000.0,-0.11,-0.743,0.01,-0.642,-0.444,0.162,-0.151,-0.367,-0.011,-0.151,-1351090000.0,11.88,59804000.0,25080000.0,1771800000.0,165211000.0
414,RENOVA,RNEW3,Utilidade Pública,Energia Elétrica,Energia Elétrica,-0.019,-44519000.0,-19243000.0,-40.36,-58.61,-11.08,0.08,-4.27,-0.41,-0.14,-0.05,-0.06,3.18,0.342,-0.024,-32.38,2321330000.0,129273000.0,-0.367,74463000.0,-1.24,1681050000.0,1606590000.0,0.0,0.03,0.04,-462168000.0,-118314000.0,0.531,-0.744,-7.728,6.14,2.25,41720000.0,-0.102,-0.084,-0.782,-0.686,-0.307,-0.027,-0.088,-0.24,0.004,-0.088,-1351090000.0,4.56,59804000.0,25080000.0,1796830000.0,190243000.0
415,RENOVA,RNEW4,Utilidade Pública,Energia Elétrica,Energia Elétrica,-0.019,-44519000.0,-19243000.0,-39.66,-57.59,-11.08,0.07,-3.57,-0.34,-0.12,-0.04,-0.05,2.66,0.342,-0.024,-32.38,2321330000.0,129273000.0,-0.367,74463000.0,-1.24,1681050000.0,1606590000.0,0.0,0.03,0.04,-462168000.0,-118314000.0,0.531,-0.744,-7.728,6.42,1.7,41720000.0,-0.066,0.0,8.15,-0.618,-0.476,0.205,-0.136,-0.406,-0.018,-0.136,-1351090000.0,3.81,59804000.0,25080000.0,1765540000.0,158953000.0
416,TAESA,TAEE11,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.123,1703530000.0,655440000.0,9.54,9.46,4.68,0.82,6.71,7.09,1.98,-2.41,4.7,4.06,0.279,0.142,16.74,13867000000.0,3358290000.0,0.201,1789890000.0,1.15,6626250000.0,4836360000.0,0.097,0.2,3.63,1611420000.0,631914000.0,0.656,0.605,0.572,33.96,22.14,1033500000.0,0.147,0.461,0.109,0.255,0.409,0.185,-0.005,0.003,-0.017,-0.005,5768370000.0,33.16,2814750000.0,941221000.0,16259900000.0,11423600000.0
417,TAESA,TAEE3,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.123,1703530000.0,655440000.0,9.55,9.47,1.56,0.83,6.72,7.1,1.98,-2.41,4.7,4.06,0.279,0.142,5.58,13867000000.0,3358290000.0,0.201,1789890000.0,1.15,6626250000.0,4836360000.0,0.097,0.2,3.63,1611420000.0,631914000.0,0.656,0.605,0.572,11.35,7.47,1033500000.0,0.15,0.0,-0.064,0.336,0.291,0.206,-0.012,-0.012,-0.008,-0.012,5768370000.0,11.07,2814750000.0,941221000.0,16277200000.0,11440800000.0
418,TAESA,TAEE4,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.123,1703530000.0,655440000.0,9.59,9.51,1.56,0.83,6.75,7.14,1.99,-2.43,4.73,4.09,0.279,0.142,5.58,13867000000.0,3358290000.0,0.201,1789890000.0,1.15,6626250000.0,4836360000.0,0.096,0.2,3.63,1611420000.0,631914000.0,0.656,0.605,0.572,11.35,7.28,1033500000.0,0.146,0.0,-0.406,0.269,0.475,0.18,-0.005,-0.007,-0.014,-0.005,5768370000.0,11.13,2814750000.0,941221000.0,16339200000.0,11502800000.0
419,TRAN PAULIST,TRPL3,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.135,2995960000.0,695820000.0,7.1,7.06,3.46,0.87,6.44,8.46,1.45,-4.76,6.36,4.52,0.171,0.145,20.23,22150100000.0,4433480000.0,-0.085,1340760000.0,0.25,3316210000.0,1975450000.0,0.059,0.19,3.17,2280650000.0,493630000.0,0.743,0.701,0.539,30.38,20.01,658883000.0,0.107,0.411,0.05,0.397,0.682,0.13,-0.002,-0.03,-0.017,-0.002,13331300000.0,29.3,4271390000.0,1071570000.0,21280700000.0,19305300000.0
420,TRAN PAULIST,TRPL4,Utilidade Pública,Energia Elétrica,Energia Elétrica,0.135,2995960000.0,695820000.0,6.71,6.67,3.46,0.82,6.05,7.95,1.36,-4.47,5.98,4.25,0.171,0.145,20.23,22150100000.0,4433480000.0,-0.085,1340760000.0,0.25,3316210000.0,1975450000.0,0.063,0.19,3.17,2280650000.0,493630000.0,0.743,0.701,0.539,28.37,16.34,658883000.0,0.254,0.501,0.082,0.229,0.382,0.313,-0.01,-0.008,-0.016,-0.01,13331300000.0,27.53,4271390000.0,1071570000.0,20114500000.0,18139000000.0
421,CASAN,CASN3,Utilidade Pública,Água e Saneamento,Água e Saneamento,0.095,362143000.0,65096000.0,35.21,27.74,0.18,2.98,31.54,84.74,8.54,-5.91,-803.11,8.03,0.101,0.101,1.78,3831280000.0,559705000.0,0.08,201830000.0,1.15,1533060000.0,1331230000.0,0.003,0.37,0.98,134764000.0,22143000.0,0.536,0.255,0.095,15.2,12.7,751331000.0,0.197,0.0,-0.214,0.0,0.0,-0.042,0.0,0.0,0.0,0.0,1337910000.0,15.2,1421610000.0,272165000.0,12751500000.0,11420200000.0
422,COPASA,CSMG3,Utilidade Pública,Água e Saneamento,Água e Saneamento,0.107,1282950000.0,348253000.0,6.4,4.28,2.11,0.5,4.66,7.45,0.84,-2.32,7.12,1.13,0.112,0.12,18.79,12036300000.0,2314780000.0,0.076,1097940000.0,0.47,3326500000.0,2228560000.0,0.177,0.44,1.57,803010000.0,240543000.0,0.442,0.242,0.152,20.12,9.5,380253000.0,-0.201,1.597,0.245,0.536,0.132,-0.142,-0.041,-0.019,-0.014,-0.041,7145690000.0,15.73,5300200000.0,1360880000.0,8209940000.0,5981380000.0
423,SABESP,SBSP3,Utilidade Pública,Água e Saneamento,Água e Saneamento,0.09,4307650000.0,982232000.0,9.58,6.55,1.75,0.58,6.46,23.21,1.28,-1.29,90.5,1.58,0.055,0.094,31.74,47786200000.0,4525000000.0,0.08,1931560000.0,0.71,15380400000.0,13448800000.0,0.034,0.37,1.07,1198780000.0,421576000.0,0.373,0.245,0.068,64.77,29.77,683510000.0,-0.307,0.6,0.231,-0.06,0.963,-0.247,-0.084,-0.075,-0.021,-0.084,21696600000.0,40.71,17610000000.0,4438480000.0,41274500000.0,27825700000.0
424,SANEPAR,SAPR11,Utilidade Pública,Água e Saneamento,Água e Saneamento,0.14,1836010000.0,320334000.0,5.2,4.36,3.61,0.52,3.73,6.27,1.03,-1.48,26.12,1.4,0.164,0.153,22.02,13119200000.0,1835900000.0,0.095,963381000.0,0.55,3664390000.0,2701010000.0,0.044,0.37,1.17,1091310000.0,164580000.0,0.603,0.375,0.223,36.11,19.28,1511210000.0,-0.311,0.0,-0.01,0.083,0.741,-0.21,-0.115,-0.137,-0.026,-0.115,6654290000.0,22.65,4902480000.0,1166690000.0,9546770000.0,6845760000.0
425,SANEPAR,SAPR3,Utilidade Pública,Água e Saneamento,Água e Saneamento,0.14,1836010000.0,320334000.0,5.42,4.55,0.72,0.55,3.95,6.65,1.09,-1.57,27.68,1.48,0.164,0.153,4.4,13119200000.0,1835900000.0,0.095,963381000.0,0.55,3664390000.0,2701010000.0,0.038,0.37,1.17,1091310000.0,164580000.0,0.603,0.375,0.223,7.81,3.97,1511210000.0,-0.34,0.578,1.187,0.423,0.077,0.062,-0.19,-0.148,-0.02,-0.19,6654290000.0,4.8,4902480000.0,1166690000.0,9954790000.0,7253790000.0
426,SANEPAR,SAPR4,Utilidade Pública,Água e Saneamento,Água e Saneamento,0.14,1836010000.0,320334000.0,5.18,4.35,0.72,0.52,3.71,6.25,1.02,-1.47,26.01,1.39,0.164,0.153,4.4,13119200000.0,1835900000.0,0.095,963381000.0,0.55,3664390000.0,2701010000.0,0.045,0.37,1.17,1091310000.0,164580000.0,0.603,0.375,0.223,7.13,3.86,1511210000.0,-0.287,2.807,0.147,-0.032,1.095,-0.254,-0.101,-0.121,-0.028,-0.101,6654290000.0,4.51,4902480000.0,1166690000.0,9516540000.0,6815540000.0
427,CEG,CEGR3,Utilidade Pública,Gás,Gás,0.198,693112000.0,187039000.0,23.6,19.7,1.51,4.46,22.48,39.62,13.2,-10.88,-74.09,4.35,0.333,0.241,4.55,3495130000.0,882127000.0,0.044,400257000.0,0.99,1173560000.0,773305000.0,0.0,1.03,0.81,393216000.0,105761000.0,0.293,0.193,0.11,69.82,49.79,259638000.0,0.282,-0.8,0.159,0.269,0.502,0.285,0.0,0.005,0.0,0.0,1180520000.0,60.01,3585210000.0,754849000.0,16354200000.0,15580900000.0
428,COMGAS,CGAS3,Utilidade Pública,Gás,Gás,0.17,1971240000.0,549324000.0,13.44,11.34,9.03,1.88,11.03,18.16,17.93,-4.34,14.41,2.57,0.987,0.249,9.15,11586600000.0,5364030000.0,0.128,2693080000.0,6.15,7449360000.0,4756280000.0,0.051,0.73,1.39,1196910000.0,292140000.0,0.342,0.233,0.141,195.3,115.46,132521000.0,-0.13,0.489,0.636,0.207,1.739,0.273,-0.058,-0.027,-0.022,-0.058,1212210000.0,164.0,8470930000.0,2219880000.0,26489700000.0,21733400000.0
429,COMGAS,CGAS5,Utilidade Pública,Gás,Gás,0.17,1971240000.0,549324000.0,13.67,11.54,9.03,1.92,11.26,18.54,18.31,-4.43,14.72,2.62,0.987,0.249,9.15,11586600000.0,5364030000.0,0.128,2693080000.0,6.15,7449360000.0,4756280000.0,0.055,0.73,1.39,1196910000.0,292140000.0,0.342,0.233,0.141,214.47,135.96,132521000.0,-0.112,0.593,0.597,0.057,2.018,0.273,-0.03,-0.015,-0.012,-0.03,1212210000.0,167.48,8470930000.0,2219880000.0,26950900000.0,22194600000.0
430,ABC BRASIL  ,ABCB3,Financeiro,Intermediários Financeiros,Bancos,0.0,289380000.0,77969000.0,,,0.0,,,0.0,0.0,,,,0.086,,0.0,46197300000.0,0.0,-0.529,0.0,,0.0,4187560000.0,0.0,,,361688000.0,73476000.0,,,0.0,0.0,0.0,220891000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23350000.0,126478000.0,,0.0
431,ABC BRASIL  ,ABCB4,Financeiro,Intermediários Financeiros,Bancos,0.0,289380000.0,77969000.0,,,1.64,,,9.61,0.83,,,,0.086,,18.96,46197300000.0,0.0,-0.529,0.0,,0.0,4187560000.0,0.031,,,361688000.0,73476000.0,,,0.0,23.0,10.68,220891000.0,-0.261,0.799,0.334,0.056,0.268,-0.201,0.028,0.032,-0.011,0.028,0.0,15.73,23350000.0,126478000.0,,3474610000.0
432,ALFA HOLDING,RPAD3,Financeiro,Intermediários Financeiros,Bancos,-0.004,-4294000.0,-887.0,-155.65,-155.65,0.49,0.64,-157.37,16.41,0.65,-142.9,-154.43,4565960000.0,0.04,-0.004,12.23,1048840000.0,8485000.0,-0.067,7393000.0,,0.0,-7393000.0,0.0,0.0,0.66,41188000.0,9663000.0,0.946,59.212,-713.582,9.7,4.0,84682000.0,0.175,0.206,-0.129,0.048,1.535,-0.01,0.319,0.281,-0.009,0.319,1035630000.0,7.98,148.0,0.0,668369000.0,675762000.0
433,ALFA HOLDING,RPAD5,Financeiro,Intermediários Financeiros,Bancos,-0.004,-4294000.0,-887.0,-185.63,-185.63,0.49,0.77,-187.35,19.53,0.78,-170.12,-183.84,5435670000.0,0.04,-0.004,12.23,1048840000.0,8485000.0,-0.067,7393000.0,,0.0,-7393000.0,0.055,0.0,0.66,41188000.0,9663000.0,0.946,59.212,-713.582,9.96,7.44,84682000.0,0.043,0.141,0.263,0.134,0.538,0.207,0.012,0.033,-0.029,0.012,1035630000.0,9.5,148.0,0.0,797086000.0,804479000.0
434,ALFA HOLDING,RPAD6,Financeiro,Intermediários Financeiros,Bancos,-0.004,-4294000.0,-887.0,-126.47,-126.47,0.49,0.52,-128.19,13.36,0.53,-116.4,-125.79,3719140000.0,0.04,-0.004,12.23,1048840000.0,8485000.0,-0.067,7393000.0,,0.0,-7393000.0,0.0,0.0,0.66,41188000.0,9663000.0,0.946,59.212,-713.582,9.67,5.01,84682000.0,-0.301,0.532,0.043,0.263,1.607,-0.312,0.062,0.064,0.0,0.062,1035630000.0,6.5,148.0,0.0,543040000.0,550433000.0
435,ALFA INVEST ,BRIV3,Financeiro,Intermediários Financeiros,Bancos,0.0,53304000.0,20700000.0,,,0.84,,,16.34,0.8,,,,0.049,,17.25,17423900000.0,0.0,0.206,0.0,,0.0,1528350000.0,0.0,,,74456000.0,18793000.0,,,0.0,16.0,6.54,88601000.0,0.645,-0.17,0.142,-0.068,0.672,0.038,0.543,0.616,0.051,0.543,0.0,13.73,116198000.0,39661000.0,,1216490000.0
436,ALFA INVEST ,BRIV4,Financeiro,Intermediários Financeiros,Bancos,0.0,53304000.0,20700000.0,,,0.84,,,11.89,0.58,,,,0.049,,17.25,17423900000.0,0.0,0.206,0.0,,0.0,1528350000.0,0.068,,,74456000.0,18793000.0,,,0.0,11.05,6.29,88601000.0,0.105,-0.124,0.173,0.108,0.447,0.084,0.104,0.122,-0.011,0.104,0.0,9.99,116198000.0,39661000.0,,885124000.0
437,AMAZONIA    ,BAZA3,Financeiro,Intermediários Financeiros,Bancos,0.0,820503000.0,176898000.0,,,11.42,,,3.58,0.53,,,,0.147,,77.52,20835900000.0,0.0,-0.125,0.0,,0.0,2298290000.0,0.088,,,338537000.0,15242000.0,,,0.0,42.96,22.11,29646000.0,0.114,0.405,-0.094,-0.025,0.755,0.152,-0.031,-0.048,0.013,-0.031,0.0,40.88,453610000.0,64286000.0,,1211930000.0
438,BANCO BMG,BMGB11,Financeiro,Intermediários Financeiros,Bancos,0.0,52580000.0,13310000.0,,,2.81,,,11.96,1.22,,,,0.102,,27.47,27280400000.0,0.0,,11091500000.0,,15251100000.0,4061740000.0,0.0,,,415342000.0,96607000.0,,,0.0,0.0,0.0,591475000.0,0.0,0.0,0.0,0.0,-0.27,-0.494,0.0,0.0,0.0,0.0,0.0,33.6,2037430000.0,519441000.0,,4968390000.0
439,BANCO BMG,BMGB4,Financeiro,Intermediários Financeiros,Bancos,0.0,52580000.0,13310000.0,,,0.7,,,7.76,0.79,,,,0.102,,6.87,27280400000.0,0.0,,11091500000.0,,15251100000.0,4061740000.0,0.026,,,415342000.0,96607000.0,,,0.0,10.11,3.34,591475000.0,-0.461,0.0,0.0,0.0,0.192,-0.352,-0.125,-0.048,-0.02,-0.125,0.0,5.45,2037430000.0,519441000.0,,3223540000.0
440,BANCO INTER,BIDI11,Financeiro,Intermediários Financeiros,Bancos,0.0,143618000.0,49048000.0,,,0.01,,,26519200000.0,10.81,,,,0.0,,12.76,16435500000.0,0.0,0.172,5025710000.0,,9640940000.0,3251960000.0,0.001,,,1326000.0,-12371000.0,,,0.0,138.0,24.2,764445000.0,1.494,0.0,0.0,0.006,0.145,1.139,0.402,0.455,0.022,0.402,0.0,138.0,493060000.0,138569000.0,,35164500000.0
441,BANCO INTER,BIDI3,Financeiro,Intermediários Financeiros,Bancos,0.0,143618000.0,49048000.0,,,0.0,,,26340500000.0,10.74,,,,0.0,,4.25,16435500000.0,0.0,0.172,5025710000.0,,9640940000.0,3251960000.0,0.001,,,1326000.0,-12371000.0,,,0.0,45.69,7.95,764445000.0,1.512,0.0,0.0,0.0,-0.487,1.26,0.385,0.415,0.034,0.385,0.0,45.69,493060000.0,138569000.0,,34927500000.0
442,BANCO INTER,BIDI4,Financeiro,Intermediários Financeiros,Bancos,0.0,143618000.0,49048000.0,,,0.0,,,26605700000.0,10.85,,,,0.0,,4.25,16435500000.0,0.0,0.172,5025710000.0,,9640940000.0,3251960000.0,0.001,,,1326000.0,-12371000.0,,,0.0,46.15,6.84,764445000.0,1.496,0.0,0.0,1.116,1.456,1.117,0.403,0.466,0.021,0.403,0.0,46.15,493060000.0,138569000.0,,35279100000.0
443,BANCO PAN,BPAN4,Financeiro,Intermediários Financeiros,Bancos,0.0,415943000.0,117532000.0,,,0.54,,,17.92,2.24,,,,0.125,,4.33,35377500000.0,0.0,0.143,23544600000.0,,21399600000.0,5221420000.0,0.038,,,652198000.0,170178000.0,,,0.0,10.34,4.07,1205060000.0,-0.107,-0.281,0.464,0.072,4.492,-0.069,0.018,-0.005,0.018,0.018,0.0,9.7,5184060000.0,1391990000.0,,11689000000.0
444,BANESE      ,BGIP3,Financeiro,Intermediários Financeiros,Bancos,0.0,137397000.0,33089000.0,,,3.96,,,10.95,1.33,,,,0.121,,32.57,6638080000.0,0.0,0.145,2354780000.0,,5507920000.0,497842000.0,0.016,,,60487000.0,9044000.0,,,0.0,53.29,39.42,15285000.0,-0.202,0.421,1.364,-0.007,0.516,-0.202,0.0,0.0,0.0,0.0,0.0,43.34,411947000.0,120485000.0,,662452000.0
445,BANESE      ,BGIP4,Financeiro,Intermediários Financeiros,Bancos,0.0,137397000.0,33089000.0,,,3.96,,,6.67,0.81,,,,0.121,,32.57,6638080000.0,0.0,0.145,2354780000.0,,5507920000.0,497842000.0,0.03,,,60487000.0,9044000.0,,,0.0,38.11,20.47,15285000.0,-0.31,0.291,1.838,0.026,0.104,-0.292,-0.027,0.024,0.015,-0.027,0.0,26.4,411947000.0,120485000.0,,403524000.0
446,BANESTES    ,BEES3,Financeiro,Intermediários Financeiros,Bancos,0.0,338016000.0,81539000.0,,,0.68,,,7.82,1.03,,,,0.132,,5.19,35476200000.0,0.0,0.073,4268610000.0,,15651100000.0,1638970000.0,0.038,,,216107000.0,44808000.0,,,0.0,7.39,4.61,315913000.0,-0.211,0.562,0.533,0.204,0.595,-0.104,-0.017,0.022,-0.018,-0.017,0.0,5.35,780884000.0,182782000.0,,1690130000.0
447,BANESTES    ,BEES4,Financeiro,Intermediários Financeiros,Bancos,0.0,338016000.0,81539000.0,,,0.68,,,8.98,1.18,,,,0.132,,5.19,35476200000.0,0.0,0.073,4268610000.0,,15651100000.0,1638970000.0,0.033,,,216107000.0,44808000.0,,,0.0,8.21,4.65,315913000.0,-0.195,0.579,0.575,0.167,0.667,-0.076,0.02,0.037,0.023,0.02,0.0,6.14,780884000.0,182782000.0,,1939710000.0
448,BANPARA     ,BPAR3,Financeiro,Intermediários Financeiros,Bancos,0.0,132553000.0,34351000.0,,,28.57,,,6.37,1.17,,,,0.183,,155.85,11373100000.0,0.0,0.093,0.0,,0.0,1483960000.0,0.086,,,272048000.0,49302000.0,,,0.0,0.0,0.0,9522000.0,0.0,0.0,0.0,0.0,0.235,-0.989,0.0,0.0,0.0,0.0,0.0,182.07,1286240000.0,314561000.0,,1733670000.0
449,BANRISUL    ,BRSR3,Financeiro,Intermediários Financeiros,Bancos,0.0,1225030000.0,293912000.0,,,2.18,,,7.02,0.75,,,,0.107,,20.42,90033700000.0,0.0,0.069,0.0,,0.0,8352800000.0,0.043,,,892281000.0,117828000.0,,,0.0,22.48,12.33,408974000.0,-0.315,0.362,1.394,-0.107,0.127,-0.296,-0.024,-0.015,0.003,-0.024,0.0,15.31,4118030000.0,1234430000.0,,6261390000.0
450,BANRISUL    ,BRSR4,Financeiro,Intermediários Financeiros,Bancos,0.0,1225030000.0,293912000.0,,,2181750000.0,,,0.08,0.01,,,,0.107,,20423800000.0,90033700000.0,0.0,0.069,0.0,,0.0,8352800000.0,0.0,,,892281000.0,117828000.0,,,0.0,0.0,0.0,408974000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.1,4118030000.0,1234430000.0,,74065200.0
451,BANRISUL    ,BRSR5,Financeiro,Intermediários Financeiros,Bancos,0.0,1225030000.0,293912000.0,,,2.18,,,8.94,0.95,,,,0.107,,20.42,90033700000.0,0.0,0.069,0.0,,0.0,8352800000.0,0.035,,,892281000.0,117828000.0,,,0.0,24.24,16.82,408974000.0,-0.16,0.911,1.017,0.2,0.088,-0.182,-0.014,0.159,-0.015,-0.014,0.0,19.5,4118030000.0,1234430000.0,,7974990000.0
452,BANRISUL    ,BRSR6,Financeiro,Intermediários Financeiros,Bancos,0.0,1225030000.0,293912000.0,,,2.18,,,6.33,0.68,,,,0.107,,20.42,90033700000.0,0.0,0.069,0.0,,0.0,8352800000.0,0.048,,,892281000.0,117828000.0,,,0.0,20.49,10.5,408974000.0,-0.317,0.968,0.504,0.66,0.023,-0.301,-0.048,0.005,-0.007,-0.048,0.0,13.81,4118030000.0,1234430000.0,,5647930000.0
453,BRADESCO    ,BBDC3,Financeiro,Intermediários Financeiros,Bancos,0.0,19848500000.0,4766560000.0,,,1.8,,,12.61,1.46,,,,0.116,,15.5,1410190000000.0,0.0,-0.154,0.0,,0.0,137461000000.0,0.028,,,15965300000.0,4194080000.0,,,0.0,29.44,14.0,8870210000.0,-0.229,0.652,0.248,0.193,0.268,-0.203,-0.061,-0.065,-0.02,-0.061,0.0,22.7,-2519990000.0,13739400000.0,,201354000000.0
454,BRADESCO    ,BBDC4,Financeiro,Intermediários Financeiros,Bancos,0.0,19848500000.0,4766560000.0,,,1.8,,,14.36,1.67,,,,0.116,,15.5,1410190000000.0,0.0,-0.154,0.0,,0.0,137461000000.0,0.027,,,15965300000.0,4194080000.0,,,0.0,30.65,15.69,8870210000.0,-0.16,0.755,0.326,0.287,0.18,-0.153,-0.047,-0.034,-0.021,-0.047,0.0,25.85,-2519990000.0,13739400000.0,,229295000000.0
455,BRASIL      ,BBAS3,Financeiro,Intermediários Financeiros,Bancos,0.0,19367400000.0,4788840000.0,,,5.24,,,6.59,0.88,,,,0.134,,39.12,1839770000000.0,0.0,-0.097,562328000000.0,,577321000000.0,112088000000.0,0.043,,,15003100000.0,3037480000.0,,,0.0,49.92,21.66,2865420000.0,-0.283,1.053,0.164,0.514,0.188,-0.24,-0.11,-0.117,-0.022,-0.11,0.0,34.53,17691600000.0,5898600000.0,,98942800000.0
456,BRB BANCO   ,BSLI3,Financeiro,Intermediários Financeiros,Bancos,0.0,224021000.0,58187000.0,,,1.33,,,53.56,13.21,,,,0.247,,5.37,21415100000.0,0.0,0.144,0.0,,0.0,1950980000.0,0.006,,,481184000.0,127651000.0,,,0.0,106.0,5.26,363046000.0,-340.297,0.0,0.0,0.153,0.665,2.136,3.55,3.538,-0.021,3.55,0.0,70.99,1765560000.0,491630000.0,,25772600000.0
457,BRB BANCO   ,BSLI4,Financeiro,Intermediários Financeiros,Bancos,0.0,224021000.0,58187000.0,,,1.33,,,36.97,9.12,,,,0.247,,5.37,21415100000.0,0.0,0.144,0.0,,0.0,1950980000.0,0.009,,,481184000.0,127651000.0,,,0.0,105.0,4.37,363046000.0,-268.572,0.161,0.547,0.385,0.427,1.387,3.807,3.807,0.0,3.807,0.0,49.0,1765560000.0,491630000.0,,17789300000.0
458,BTGP BANCO,BPAC11,Financeiro,Intermediários Financeiros,Bancos,0.0,1874010000.0,605467000.0,,,3.16,,,29.76,3.27,,,,0.11,,28.75,272560000000.0,0.0,-0.014,37435400000.0,,50931800000.0,25994400000.0,0.013,,,2853080000.0,1029390000.0,,,0.0,95.15,25.81,2712710000.0,0.237,0.0,0.128,0.315,2.336,0.25,0.005,0.049,-0.013,0.005,0.0,93.9,-935790000.0,487610000.0,,84907700000.0
459,BTGP BANCO,BPAC3,Financeiro,Intermediários Financeiros,Bancos,0.0,1874010000.0,605467000.0,,,1.05,,,44.95,4.93,,,,0.11,,9.58,272560000000.0,0.0,-0.014,37435400000.0,,50931800000.0,25994400000.0,0.009,,,2853080000.0,1029390000.0,,,0.0,65.79,18.48,2712710000.0,0.222,0.0,1.515,0.07,3.969,0.149,0.04,0.037,0.028,0.04,0.0,47.28,-935790000.0,487610000.0,,128257000000.0
460,BTGP BANCO,BPAC5,Financeiro,Intermediários Financeiros,Bancos,0.0,1874010000.0,605467000.0,,,1.05,,,23.43,2.57,,,,0.11,,9.58,272560000000.0,0.0,-0.014,37435400000.0,,50931800000.0,25994400000.0,0.016,,,2853080000.0,1029390000.0,,,0.0,24.64,9.35,2712710000.0,0.139,0.0,0.962,0.265,2.208,0.016,0.08,0.119,0.018,0.08,0.0,24.64,-935790000.0,487610000.0,,66841100000.0
461,INDUSVAL    ,IDVL11,Financeiro,Intermediários Financeiros,Bancos,0.0,4056000.0,1180000.0,,,-2.12,,,-66.0,60.56,,,,-0.918,,2.31,3958190000.0,0.0,,166638000.0,,2674290000.0,237683000.0,0.0,,,-218097000.0,-13680000.0,,,0.0,0.0,0.0,102822000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,33340000.0,13984000.0,,14395100000.0
462,INDUSVAL    ,IDVL3,Financeiro,Intermediários Financeiros,Bancos,0.0,4056000.0,1180000.0,,,-2.12,,,-1.02,0.93,,,,-0.918,,2.31,3958190000.0,0.0,,166638000.0,,2674290000.0,237683000.0,0.0,,,-218097000.0,-13680000.0,,,0.0,3.93,1.66,102822000.0,-0.446,-0.159,-0.115,0.213,-0.24,-0.445,0.0,0.0,0.0,0.0,0.0,2.16,33340000.0,13984000.0,,222095000.0
